Date,Event,Fight,Fighter,Opponent,Url,Weight
2014-05-31,TUF: Brazil 3,Elias Silverio (155) vs. Ernest Chavez (156),Elias Silverio,Ernest Chavez,https://www.mmafighting.com/2014/5/30/5762372/tuf-brazil-3-weigh-in-video,155.0
2014-05-31,TUF: Brazil 3,Stipe Miocic (238) vs. Fabio Maldonado (225),Fabio Maldonado,Stipe Miocic,https://www.mmafighting.com/2014/5/30/5762372/tuf-brazil-3-weigh-in-video,225.0
2014-05-31,TUF: Brazil 3,Paulo Thiago (171) vs. Gasan Umalatov (171),Gasan Umalatov,Paulo Thiago,https://www.mmafighting.com/2014/5/30/5762372/tuf-brazil-3-weigh-in-video,171.0
2014-05-31,UFC Fight Night 41,Tom Niinimaki (145) vs. Niklas Backstrom (146),Niklas Backstrom,Tom Niinimaki,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,146.0
2014-05-31,UFC Fight Night 41,Mark Munoz (186) vs. Gegard Mousasi (185),Mark Munoz,Gegard Mousasi,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,186.0
2014-05-31,TUF: Brazil 3,Stipe Miocic (238) vs. Fabio Maldonado (225),Stipe Miocic,Fabio Maldonado,https://www.mmafighting.com/2014/5/30/5762372/tuf-brazil-3-weigh-in-video,238.0
2014-05-31,UFC Fight Night 41,Peter Sobotta (170) vs. Pawel Pawlak (171),Pawel Pawlak,Peter Sobotta,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,171.0
2014-05-31,UFC Fight Night 41,Iuri Alcantara (136) vs. Vaughan Lee (136),Iuri Alcantara,Vaughan Lee,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,136.0
2014-05-31,UFC Fight Night 41,Iuri Alcantara (136) vs. Vaughan Lee (136),Vaughan Lee,Iuri Alcantara,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,136.0
2014-05-31,UFC Fight Night 41,Peter Sobotta (170) vs. Pawel Pawlak (171),Peter Sobotta,Pawel Pawlak,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,170.0
2014-05-31,UFC Fight Night 41,Viktor Pesta (240) vs. Ruslan Magomedov (249),Ruslan Magomedov,Viktor Pesta,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,249.0
2014-05-31,UFC Fight Night 41,Andy Ogle (146) vs. Maximo Blanco (145),Andy Ogle,Maximo Blanco,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,146.0
2014-05-31,UFC Fight Night 41,Andy Ogle (146) vs. Maximo Blanco (145),Maximo Blanco,Andy Ogle,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,145.0
2014-05-31,TUF: Brazil 3,Vitor Miranda (216) vs. Antonio Carlos Junior (212),Vitor Miranda,Antonio Carlos Junior,https://www.mmafighting.com/2014/5/30/5762372/tuf-brazil-3-weigh-in-video,216.0
2014-05-31,UFC Fight Night 41,Magnus Cedenblad (185) vs. Krzysztof Jotko (185),Magnus Cedenblad,Krzysztof Jotko,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,185.0
2014-05-31,UFC Fight Night 41,Viktor Pesta (240) vs. Ruslan Magomedov (249),Viktor Pesta,Ruslan Magomedov,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,240.0
2014-05-31,UFC Fight Night 41,Magnus Cedenblad (185) vs. Krzysztof Jotko (185),Krzysztof Jotko,Magnus Cedenblad,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,185.0
2014-05-31,UFC Fight Night 41,Luke Barnatt (185) vs. Sean Strickland (186),Sean Strickland,Luke Barnatt,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,186.0
2014-05-31,UFC Fight Night 41,Tom Niinimaki (145) vs. Niklas Backstrom (146),Tom Niinimaki,Niklas Backstrom,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,145.0
2014-05-31,UFC Fight Night 41,Francis Carmont (186) vs. C.B. Dollaway (186),CB Dollaway,Francis Carmont,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,186.0
2014-05-31,UFC Fight Night 41,Luke Barnatt (185) vs. Sean Strickland (186),Luke Barnatt,Sean Strickland,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,185.0
2014-05-31,UFC Fight Night 41,Francis Carmont (186) vs. C.B. Dollaway (186),Francis Carmont,C.B. Dollaway,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,186.0
2014-05-31,UFC Fight Night 41,Nick Hein (154) vs. Drew Dober (155),Nick Hein,Drew Dober,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,154.0
2014-05-31,UFC Fight Night 41,Nick Hein (154) vs. Drew Dober (155),Drew Dober,Nick Hein,https://www.mmafighting.com/2014/5/30/5762212/ufc-fight-night-41-weigh-in-video,155.0
2014-05-24,UFC 173,Daniel Cormier (205) vs. Dan Henderson (199),Dan Henderson,Daniel Cormier,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,199.0
2014-05-24,UFC 173,Al Iaquinta (155) vs. Mitch Clarke (155),Mitch Clarke,Al Iaquinta,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,Chris Holdsworth (135) vs. Chico Camus (135),Chico Camus,Chris Holdsworth,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,135.0
2014-05-24,UFC 173,Tony Ferguson (155) vs. Katsunori Kikuno (155),Katsunori Kikuno,Tony Ferguson,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,Al Iaquinta (155) vs. Mitch Clarke (155),Al Iaquinta,Mitch Clarke,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,Michael Chiesa (156) vs. Francisco Trinaldo (155),Francisco Trinaldo,Michael Chiesa,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,Tony Ferguson (155) vs. Katsunori Kikuno (155),Tony Ferguson,Katsunori Kikuno,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,Renan Barao (135) vs. T.J. Dillashaw (135),Renan Barao,T.J. Dillashaw,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,135.0
2014-05-24,UFC 173,Daniel Cormier (205) vs. Dan Henderson (199),Daniel Cormier,Dan Henderson,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,205.0
2014-05-24,UFC 173,Sam Sicilia (146) vs. Aaron Phillips (145),Sam Sicilia,Aaron Phillips,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,146.0
2014-05-24,UFC 173,Robbie Lawler (171) vs. Jake Ellenberger (171),Robbie Lawler,Jake Ellenberger,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,171.0
2014-05-24,UFC 173,Renan Barao (135) vs. T.J. Dillashaw (135),TJ Dillashaw,Renan Barao,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,135.0
2014-05-24,UFC 173,Takeya Mizugaki (135) vs. Francisco Rivera (135),Takeya Mizugaki,Francisco Rivera,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,135.0
2014-05-24,UFC 173,Takeya Mizugaki (135) vs. Francisco Rivera (135),Francisco Rivera,Takeya Mizugaki,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,135.0
2014-05-24,UFC 173,Jamie Varner (155) vs. James Krause (156),Jamie Varner,James Krause,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,Jamie Varner (155) vs. James Krause (156),James Krause,Jamie Varner,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,156.0
2014-05-24,UFC 173,Michael Chiesa (156) vs. Francisco Trinaldo (155),Michael Chiesa,Francisco Trinaldo,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,156.0
2014-05-24,UFC 173,Robbie Lawler (171) vs. Jake Ellenberger (171),Jake Ellenberger,Robbie Lawler,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,171.0
2014-05-24,UFC 173,Anthony Njokuani (155) vs. Vinc Pichel (155),Vinc Pichel,Anthony Njokuani,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,Anthony Njokuani (155) vs. Vinc Pichel (155),Anthony Njokuani,Vinc Pichel,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,155.0
2014-05-24,UFC 173,David Michaud (171) vs. Li JingLiang (170),David Michaud,Li JingLiang,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,171.0
2014-05-24,UFC 173,David Michaud (171) vs. Li JingLiang (170),Li Jingliang,David Michaud,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,170.0
2014-05-24,UFC 173,Chris Holdsworth (135) vs. Chico Camus (135),Chris Holdsworth,Chico Camus,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,135.0
2014-05-24,UFC 173,Sam Sicilia (146) vs. Aaron Phillips (145),Aaron Phillips,Sam Sicilia,https://www.mmafighting.com/2014/5/23/5741890/ufc-173-weigh-in-video,145.0
2014-05-17,Bellator 120,Cortez Phelia (125.6) vs. Brian Hall (125.6),Cortez Phelia,Brian Hall,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,125.6
2014-05-17,Bellator 120,Ben Brewer (170.2) vs. Andy Uhrich (170.5),Andy Uhrich,Ben Brewer,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,170.5
2014-05-17,Bellator 120,Ben Brewer (170.2) vs. Andy Uhrich (170.5),Ben Brewer,Andy Uhrich,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,170.2
2014-05-17,Bellator 120,Cortez Phelia (125.6) vs. Brian Hall (125.6),Brian Hall,Cortez Phelia,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,125.6
2014-05-17,Bellator 120,Anthony Lemon (170) vs. Codie Shuffield (170),Codie Shuffield,Anthony Lemon,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,170.0
2014-05-17,Bellator 120,Anthony Lemon (170) vs. Codie Shuffield (170),Anthony Lemon,Codie Shuffield,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,170.0
2014-05-17,Bellator 120,Justin Frazier (264.5) vs. Mike Wessel (257.9),Mike Wessel,Justin Frazier,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,257.9
2014-05-17,Bellator 120,Goiti Yamauchi (145.5) vs. Mike Richman (145.5),Goiti Yamauchi,Mike Richman,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,145.5
2014-05-17,Bellator 120,Marcin Held (158.0) vs. Nate Jolly (158.0),Nate Jolly,Marcin Held,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,158.0
2014-05-17,Bellator 120,Zach Underwood (152.3) vs. Austin Lyons (152.4),Austin Lyons,Zach Underwood,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,152.4
2014-05-17,Bellator 120,Zach Underwood (152.3) vs. Austin Lyons (152.4),Zach Underwood,Austin Lyons,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,152.3
2014-05-17,Bellator 120,Goiti Yamauchi (145.5) vs. Mike Richman (145.5),Mike Richman,Goiti Yamauchi,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,145.5
2014-05-17,Bellator 120,Justin Frazier (264.5) vs. Mike Wessel (257.9),Justin Frazier,Mike Wessel,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,264.5
2014-05-17,Bellator 120,Shahbulat Shamhalaev (145.1) vs. Fabricio Guerreiro (147.9),Fabricio Guerreiro,Shahbulat Shamhalaev,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,147.9
2014-05-17,Bellator 120,Alexander Shlemenko (201.9) vs. Tito Ortiz (205.5),Alexander Shlemenko,Tito Ortiz,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,201.9
2014-05-17,Bellator 120,Rickey Rainey (170.1) vs. Michael Page (170.5),Michael Page,Rickey Rainey,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,170.5
2014-05-17,Bellator 120,Rampage Jackson (205.9) vs. King Mo (205.6),King Mo,Rampage Jackson,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,205.6
2014-05-17,Bellator 120,Michael Chandler (154.9) vs. Will Brooks (154.2),Will Brooks,Michael Chandler,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,154.2
2014-05-17,Bellator 120,Rampage Jackson (205.9) vs. King Mo (205.6),"Quinton ""Rampage"" Jackson",King Mo,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,205.9
2014-05-17,Bellator 120,Alexander Shlemenko (201.9) vs. Tito Ortiz (205.5),Tito Ortiz,Alexander Shlemenko,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,205.5
2014-05-17,Bellator 120,Blagoi Ivanov (249.5) vs. Alexander Volkov (236.1),Blagoy Ivanov,Alexander Volkov,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,249.5
2014-05-17,Bellator 120,Michael Chandler (154.9) vs. Will Brooks (154.2),Michael Chandler,Will Brooks,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,154.9
2014-05-17,Bellator 120,Rickey Rainey (170.1) vs. Michael Page (170.5),Ricky Rainey,Michael Page,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,170.1
2014-05-17,Bellator 120,Shahbulat Shamhalaev (145.1) vs. Fabricio Guerreiro (147.9),Shahbulat Shamhalaev,Fabricio Guerreiro,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,145.1
2014-05-17,Bellator 120,Cheick Kongo (239.0) vs. Eric Smith (253.8),Cheick Kongo,Eric Smith,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,239.0
2014-05-17,Bellator 120,Cheick Kongo (239.0) vs. Eric Smith (253.8),Eric Smith,Cheick Kongo,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,253.8
2014-05-17,Bellator 120,Marcin Held (158.0) vs. Nate Jolly (158.0),Marcin Held,Nate Jolly,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,158.0
2014-05-17,Bellator 120,Blagoi Ivanov (249.5) vs. Alexander Volkov (236.1),Alexander Volkov,Blagoi Ivanov,https://www.mmafighting.com/2014/5/16/5718020/bellator-120-weigh-in-video,236.1
2014-05-10,UFC Fight Night 40,Manvel Gamburyan (145.5) vs. Nik Lentz (145),Nik Lentz,Manvel Gamburyan,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,145.0
2014-05-10,UFC Fight Night 40,Kyoji Horiguchi (126) vs. Darrell Montague (125),Darrell Montague,Kyoji Horiguchi,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,125.0
2014-05-10,UFC Fight Night 40,Anthony Lapsley (174) vs. Albert Tumenov (170.5),Anthony Lapsley,Albert Tumenov,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,174.0
2014-05-10,UFC Fight Night 40,Kyoji Horiguchi (126) vs. Darrell Montague (125),Kyoji Horiguchi,Darrell Montague,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,126.0
2014-05-10,UFC Fight Night 40,Anthony Lapsley (174) vs. Albert Tumenov (170.5),Albert Tumenov,Anthony Lapsley,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,170.5
2014-05-10,UFC Fight Night 40,Justin Salas (155.5) vs. Ben Wall (155),Justin Salas,Ben Wall,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,155.5
2014-05-10,UFC Fight Night 40,Yan Cabral (170.5) vs. Zak Cummings (169.5),Yan Cabral,Zak Cummings,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,170.5
2014-05-10,UFC Fight Night 40,Yan Cabral (170.5) vs. Zak Cummings (169.5),Zak Cummings,Yan Cabral,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,169.5
2014-05-10,UFC Fight Night 40,Eddie Wineland (136) vs. Johnny Eduardo (136),Eddie Wineland,Johnny Eduardo,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,136.0
2014-05-10,UFC Fight Night 40,Eddie Wineland (136) vs. Johnny Eduardo (136),Johnny Eduardo,Eddie Wineland,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,136.0
2014-05-10,UFC Fight Night 40,Manvel Gamburyan (145.5) vs. Nik Lentz (145),Manny Gamburyan,Nik Lentz,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,145.5
2014-05-10,UFC Fight Night 40,Ed Herman (185) vs. Rafael Natal (185.5),Ed Herman,Rafael Natal,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,185.0
2014-05-10,UFC Fight Night 40,Matt Brown (170.5) vs. Erick Silva (170.5),Matt Brown,Erick Silva,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,170.5
2014-05-10,UFC Fight Night 40,Matt Brown (170.5) vs. Erick Silva (170.5),Erick Silva,Matt Brown,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,170.5
2014-05-10,UFC Fight Night 40,Ed Herman (185) vs. Rafael Natal (185.5),Rafael Natal,Ed Herman,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,185.5
2014-05-10,UFC Fight Night 40,Costas Philippou (185) vs. Lorenz Larkin (185.5),Costas Philippou,Lorenz Larkin,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,185.0
2014-05-10,UFC Fight Night 40,Neil Magny (170.5) vs. Tim Means (170),Neil Magny,Tim Means,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,170.5
2014-05-10,UFC Fight Night 40,Chris Cariaso (125.5) vs. Louis Smolka (126),Louis Smolka,Chris Cariaso,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,126.0
2014-05-10,UFC Fight Night 40,Chris Cariaso (125.5) vs. Louis Smolka (126),Chris Cariaso,Louis Smolka,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,125.5
2014-05-10,UFC Fight Night 40,Soa Palelei (263) vs. Ruan Potts (244),Ruan Potts,Soa Palelei,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,244.0
2014-05-10,UFC Fight Night 40,Soa Palelei (263) vs. Ruan Potts (244),Soa Palelei,Ruan Potts,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,263.0
2014-05-10,UFC Fight Night 40,Justin Salas (155.5) vs. Ben Wall (155),Ben Wall,Justin Salas,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,155.0
2014-05-10,UFC Fight Night 40,Costas Philippou (185) vs. Lorenz Larkin (185.5),Lorenz Larkin,Costas Philippou,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,185.5
2014-05-10,UFC Fight Night 40,Erik Koch (155) vs. Daron Cruickshank (156),Daron Cruickshank,Erik Koch,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,156.0
2014-05-10,UFC Fight Night 40,Erik Koch (155) vs. Daron Cruickshank (156),Erik Koch,Daron Cruickshank,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,155.0
2014-05-10,UFC Fight Night 40,Neil Magny (170.5) vs. Tim Means (170),Tim Means,Neil Magny,https://www.mmafighting.com/2014/5/9/5690912/ufc-fight-night-40-weigh-in-video,170.0
2014-05-03,Mayweather vs. Maidana,Adrien Broner (140) vs. Carlos Molina (138.5),Adrien Broner,Carlos Molina,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,140.0
2014-05-03,Mayweather vs. Maidana,Floyd Mayweather (146) vs. Marcos Maidana (146.5),Floyd Mayweather,Marcos Maidana,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,146.0
2014-05-03,Mayweather vs. Maidana,Floyd Mayweather (146) vs. Marcos Maidana (146.5),Marcos Maidana,Floyd Mayweather,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,146.5
2014-05-03,Mayweather vs. Maidana,Amir Kahn (147) vs. Luis Collazo (147),Amir Kahn,Luis Collazo,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,147.0
2014-05-03,Mayweather vs. Maidana,Amir Kahn (147) vs. Luis Collazo (147),Luis Collazo,Amir Kahn,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,147.0
2014-05-03,Mayweather vs. Maidana,J'Leon Love (168) vs. Marco Antonio Periban (168),J'Leon Love,Marco Antonio Periban,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,168.0
2014-05-03,Mayweather vs. Maidana,Adrien Broner (140) vs. Carlos Molina (138.5),Carlos Molina,Adrien Broner,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,138.5
2014-05-03,Mayweather vs. Maidana,J'Leon Love (168) vs. Marco Antonio Periban (168),Marco Antonio Periban,J'Leon Love,https://www.mmafighting.com/2014/5/2/5671956/mayweather-vs-maidana-weigh-in-video,168.0
2014-04-26,UFC 172,Chris Beal (135) vs. Patrick Williams (135),Chris Beal,Patrick Williams,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,135.0
2014-04-26,UFC 172,Danny Castillo (156) vs. Charlie Brenneman (155.5),Charlie Brenneman,Danny Castillo,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,155.5
2014-04-26,UFC 172,Takanori Gomi (155.5) vs. Isaac Vallie-Flagg (155.5),Takanori Gomi,Isaac Vallie-Flagg,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,155.5
2014-04-26,UFC 172,Joseph Benavidez (125.5) vs. Tim Elliott (125.5),Joseph Benavidez,Tim Elliott,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,125.5
2014-04-26,UFC 172,Jon Jones (205) vs. Glover Teixeira (205),Glover Teixeira,Jon Jones,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,205.0
2014-04-26,UFC 172,Phil Davis (205.5) vs. Anthony Johnson (205),Phil Davis,Anthony Johnson,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,205.5
2014-04-26,UFC 172,Phil Davis (205.5) vs. Anthony Johnson (205),Anthony Johnson,Phil Davis,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,205.0
2014-04-26,UFC 172,Luke Rockhold (185.5) vs. Tim Boetsch (185.5),Luke Rockhold,Tim Boetsch,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,185.5
2014-04-26,UFC 172,Chris Beal (135) vs. Patrick Williams (135),Patrick Williams,Chris Beal,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,135.0
2014-04-26,UFC 172,Jon Jones (205) vs. Glover Teixeira (205),Jon Jones,Glover Teixeira,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,205.0
2014-04-26,UFC 172,Jim Miller (155) vs. Yancy Medeiros (155.5),Jim Miller,Yancy Medeiros,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,155.0
2014-04-26,UFC 172,Jim Miller (155) vs. Yancy Medeiros (155.5),Yancy Medeiros,Jim Miller,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,155.5
2014-04-26,UFC 172,Max Holloway (145) vs. Andre Fili (145),Max Holloway,Andre Fili,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,145.0
2014-04-26,UFC 172,Max Holloway (145) vs. Andre Fili (145),Andre Fili,Max Holloway,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,145.0
2014-04-26,UFC 172,Jessamyn Duke (135.5) vs. Bethe Correia (135),Bethe Correia,Jessamyn Duke,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,135.0
2014-04-26,UFC 172,Joseph Benavidez (125.5) vs. Tim Elliott (125.5),Tim Elliott,Joseph Benavidez,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,125.5
2014-04-26,UFC 172,Takanori Gomi (155.5) vs. Isaac Vallie-Flagg (155.5),Isaac Vallie-Flagg,Takanori Gomi,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,155.5
2014-04-26,UFC 172,Jessamyn Duke (135.5) vs. Bethe Correia (135),Jessamyn Duke,Bethe Correia,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,135.5
2014-04-26,UFC 172,Danny Castillo (156) vs. Charlie Brenneman (155.5),Danny Castillo,Charlie Brenneman,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,156.0
2014-04-26,UFC 172,Luke Rockhold (185.5) vs. Tim Boetsch (185.5),Tim Boetsch,Luke Rockhold,https://www.mmafighting.com/2014/4/25/5648932/ufc-172-weigh-in-video,185.5
2014-04-19,UFC on FOX 11,Derrick Lewis (256) vs. Jack May (252.5),Derrick Lewis,Jack May,https://www.mmafighting.com/2014/4/18/5626630/ufc-on-fox-11-weigh-in-video,256.0
2014-04-19,UFC on FOX 11,Mirsad Bektic (146) vs. Chas Skelly (145),Chas Skelly,Mirsad Bektic,https://www.mmafighting.com/2014/4/18/5626630/ufc-on-fox-11-weigh-in-video,145.0
2014-04-19,UFC on FOX 11,Fabricio Werdum (232.5) vs. Travis Browne (245.5),Travis Browne,Fabricio Werdum,https://www.mmafighting.com/2014/4/18/5626630/ufc-on-fox-11-weigh-in-video,245.5
2014-04-19,UFC on FOX 11,Jordan Mein (170.5) vs. Hernani Perpetuo (170.5),Hernani Perpetuo,Jordan Mein,https://www.mmafighting.com/2014/4/18/5626630/ufc-on-fox-11-weigh-in-video,170.5
2014-04-19,UFC on FOX 11,Caio Magalhaes (185.5) vs. Luke Zachrich (185.5),Caio Magalhaes,Luke Zachrich,https://www.mmafighting.com/2014/4/18/5626630/ufc-on-fox-11-weigh-in-video,185.5
2014-04-19,UFC on FOX 11,Caio Magalhaes (185.5) vs. Luke Zachrich (185.5),Luke Zachrich,Caio Magalhaes,https://www.mmafighting.com/2014/4/18/5626630/ufc-on-fox-11-weigh-in-video,185.5
